temp,prec,wind,demand,j
18.7,58.91,0.08,157,9
19.1,4.97,4.74,92,7
19.1,4.97,4.74,104,4
19.1,4.97,4.74,109,3
19.1,4.97,4.74,116,2
19.1,4.97,4.74,121,10
19.1,4.97,4.74,143,6
19.1,4.97,4.74,144,1
19.1,4.97,4.74,152,5
19.1,4.97,4.74,170,8
19.1,4.97,4.74,176,9
19.1,12.86,4.85,85,7
19.1,12.86,4.85,98,3
19.1,12.86,4.85,104,4
19.1,12.86,4.85,111,10
19.1,12.86,4.85,119,2
19.1,12.86,4.85,137,6
19.1,12.86,4.85,140,5
19.1,12.86,4.85,142,1
19.1,12.86,4.85,158,8
19.1,12.86,4.85,172,9
19.1,31.46,2.24,89,7
19.1,31.46,2.24,105,3
19.1,31.46,2.24,105,4
19.1,31.46,2.24,119,10
19.1,31.46,2.24,120,2
19.1,31.46,2.24,132,6
19.1,31.46,2.24,143,1
19.1,31.46,2.24,147,5
19.1,31.46,2.24,167,8
19.1,31.46,2.24,177,9
19.1,37.76,2.78,84,7
19.1,37.76,2.78,93,4
19.1,37.76,2.78,95,3
19.1,37.76,2.78,104,10
19.1,37.76,2.78,106,2
19.1,37.76,2.78,131,6
19.1,37.76,2.78,133,1
19.1,37.76,2.78,141,5
19.1,37.76,2.78,157,8
19.1,37.76,2.78,162,9
19.1,52.74,1.85,85,7
19.1,52.74,1.85,89,3
19.1,52.74,1.85,92,4
19.1,52.74,1.85,102,2
19.1,52.74,1.85,102,10
19.1,52.74,1.85,119,6
19.1,52.74,1.85,128,5
19.1,52.74,1.85,130,1
19.1,52.74,1.85,144,8
19.1,52.74,1.85,155,9
19.2,48.5,1.69,80,7
19.2,48.5,1.69,88,3
19.2,48.5,1.69,94,4
19.2,48.5,1.69,108,10
19.2,48.5,1.69,109,2
19.2,48.5,1.69,126,6
19.2,48.5,1.69,134,1
19.2,48.5,1.69,137,5
19.2,48.5,1.69,157,8
19.2,48.5,1.69,167,9
19.3,34.05,3.63,81,7
19.3,34.05,3.63,91,3
19.3,34.05,3.63,99,4
19.3,34.05,3.63,105,2
19.3,34.05,3.63,106,10
19.3,34.05,3.63,126,6
19.3,34.05,3.63,132,1
19.3,34.05,3.63,135,5
19.3,34.05,3.63,147,8
19.3,34.05,3.63,162,9
19.5,20.19,0.03,113,7
19.5,20.19,0.03,119,3
19.5,20.19,0.03,124,4
19.5,20.19,0.03,137,10
19.5,20.19,0.03,139,2
19.5,20.19,0.03,160,6
19.5,20.19,0.03,166,1
19.5,20.19,0.03,176,5
19.5,20.19,0.03,189,8
19.5,20.19,0.03,201,9
19.6,31.15,2.24,87,7
19.6,31.15,2.24,96,3
19.6,31.15,2.24,101,4
19.6,31.15,2.24,114,10
19.6,31.15,2.24,118,2
19.6,31.15,2.24,136,6
19.6,31.15,2.24,140,1
19.6,31.15,2.24,147,5
19.6,31.15,2.24,168,8
19.6,31.15,2.24,175,9
19.6,40.75,4.32,74,7
19.6,40.75,4.32,83,3
19.6,40.75,4.32,88,4
19.6,40.75,4.32,95,10
19.6,40.75,4.32,103,2
19.6,40.75,4.32,115,6
19.6,40.75,4.32,126,1
19.6,40.75,4.32,130,5
19.6,40.75,4.32,144,8
19.6,40.75,4.32,148,9
19.7,13.97,3.07,100,7
19.7,13.97,3.07,110,3
19.7,13.97,3.07,114,4
19.7,13.97,3.07,120,10
19.7,13.97,3.07,127,2
19.7,13.97,3.07,143,6
19.7,13.97,3.07,147,1
19.7,13.97,3.07,160,5
19.7,13.97,3.07,176,8
19.7,13.97,3.07,182,9
19.7,50.69,0.85,91,7
19.7,50.69,0.85,97,4
19.7,50.69,0.85,98,3
19.7,50.69,0.85,107,10
19.7,50.69,0.85,114,2
19.7,50.69,0.85,130,6
19.7,50.69,0.85,133,1
19.7,50.69,0.85,140,5
19.7,50.69,0.85,152,8
19.7,50.69,0.85,163,9
19.8,4.56,4.82,100,7
19.8,4.56,4.82,104,4
19.8,4.56,4.82,107,3
19.8,4.56,4.82,114,10
19.8,4.56,4.82,118,2
19.8,4.56,4.82,141,6
19.8,4.56,4.82,145,1
19.8,4.56,4.82,150,5
19.8,4.56,4.82,174,8
19.8,4.56,4.82,180,9
19.8,46.35,1.74,90,7
19.8,46.35,1.74,97,3
19.8,46.35,1.74,102,4
19.8,46.35,1.74,105,2
19.8,46.35,1.74,110,10
19.8,46.35,1.74,127,6
19.8,46.35,1.74,129,1
19.8,46.35,1.74,138,5
19.8,46.35,1.74,158,8
19.8,46.35,1.74,159,9
20,5.25,0.96,110,7
20,5.25,0.96,120,3
20,5.25,0.96,133,4
20,5.25,0.96,137,10
20,5.25,0.96,145,2
20,5.25,0.96,167,1
20,5.25,0.96,168,6
20,5.25,0.96,182,5
20,5.25,0.96,207,8
20,5.25,0.96,217,9
20.1,16.9,4.5,93,7
20.1,16.9,4.5,98,4
20.1,16.9,4.5,103,3
20.1,16.9,4.5,118,2
20.1,16.9,4.5,118,10
20.1,16.9,4.5,134,1
20.1,16.9,4.5,137,6
20.1,16.9,4.5,145,5
20.1,16.9,4.5,159,8
20.1,16.9,4.5,176,9
20.1,44.85,0.93,86,7
20.1,44.85,0.93,102,3
20.1,44.85,0.93,105,4
20.1,44.85,0.93,117,10
20.1,44.85,0.93,118,2
20.1,44.85,0.93,129,6
20.1,44.85,0.93,140,1
20.1,44.85,0.93,145,5
20.1,44.85,0.93,165,8
20.1,44.85,0.93,175,9
20.2,28.79,2.55,97,7
20.2,28.79,2.55,101,3
20.2,28.79,2.55,102,4
20.2,28.79,2.55,118,10
20.2,28.79,2.55,124,2
20.2,28.79,2.55,134,6
20.2,28.79,2.55,147,1
20.2,28.79,2.55,147,5
20.2,28.79,2.55,166,8
20.2,28.79,2.55,176,9
20.5,13.48,4.58,92,7
20.5,13.48,4.58,105,3
20.5,13.48,4.58,106,4
20.5,13.48,4.58,110,10
20.5,13.48,4.58,123,2
20.5,13.48,4.58,132,6
20.5,13.48,4.58,138,1
20.5,13.48,4.58,144,5
20.5,13.48,4.58,166,8
20.5,13.48,4.58,177,9
20.5,58.29,3.29,73,7
20.5,58.29,3.29,86,3
20.5,58.29,3.29,88,4
20.5,58.29,3.29,91,2
20.5,58.29,3.29,94,10
20.5,58.29,3.29,106,6
20.5,58.29,3.29,116,5
20.5,58.29,3.29,118,1
20.5,58.29,3.29,131,8
20.5,58.29,3.29,145,9
20.6,11.1,0.58,116,7
20.6,11.1,0.58,122,3
20.6,11.1,0.58,129,4
20.6,11.1,0.58,138,10
20.6,11.1,0.58,145,2
20.6,11.1,0.58,167,6
20.6,11.1,0.58,173,1
20.6,11.1,0.58,179,5
20.6,11.1,0.58,195,8
20.6,11.1,0.58,214,9
20.6,19.73,2.28,95,7
20.6,19.73,2.28,106,3
20.6,19.73,2.28,118,4
20.6,19.73,2.28,124,10
20.6,19.73,2.28,128,2
20.6,19.73,2.28,147,1
20.6,19.73,2.28,148,6
20.6,19.73,2.28,160,5
20.6,19.73,2.28,175,8
20.6,19.73,2.28,185,9
20.8,19.67,0.51,110,7
20.8,19.67,0.51,118,3
20.8,19.67,0.51,123,4
20.8,19.67,0.51,133,10
20.8,19.67,0.51,142,2
20.8,19.67,0.51,160,6
20.8,19.67,0.51,167,1
20.8,19.67,0.51,171,5
20.8,19.67,0.51,196,8
20.8,19.67,0.51,204,9
20.8,41.77,1.09,87,7
20.8,41.77,1.09,100,3
20.8,41.77,1.09,105,4
20.8,41.77,1.09,113,10
20.8,41.77,1.09,122,2
20.8,41.77,1.09,134,6
20.8,41.77,1.09,141,1
20.8,41.77,1.09,144,5
20.8,41.77,1.09,159,8
20.8,41.77,1.09,177,9
20.8,44.04,3.18,82,7
20.8,44.04,3.18,92,3
20.8,44.04,3.18,94,4
20.8,44.04,3.18,99,10
20.8,44.04,3.18,103,2
20.8,44.04,3.18,118,6
20.8,44.04,3.18,128,1
20.8,44.04,3.18,128,5
20.8,44.04,3.18,147,8
20.8,44.04,3.18,156,9
20.8,51.26,3.98,80,7
20.8,51.26,3.98,88,3
20.8,51.26,3.98,88,4
20.8,51.26,3.98,92,2
20.8,51.26,3.98,100,10
20.8,51.26,3.98,108,6
20.8,51.26,3.98,114,1
20.8,51.26,3.98,122,5
20.8,51.26,3.98,137,8
20.8,51.26,3.98,146,9
20.9,23.88,1.08,107,7
20.9,23.88,1.08,111,4
20.9,23.88,1.08,115,3
20.9,23.88,1.08,127,10
20.9,23.88,1.08,129,2
20.9,23.88,1.08,151,6
20.9,23.88,1.08,159,1
20.9,23.88,1.08,159,5
20.9,23.88,1.08,186,8
20.9,23.88,1.08,192,9
20.9,57.23,3.71,77,7
20.9,57.23,3.71,82,4
20.9,57.23,3.71,86,3
20.9,57.23,3.71,87,10
20.9,57.23,3.71,91,2
20.9,57.23,3.71,108,1
20.9,57.23,3.71,114,6
20.9,57.23,3.71,121,5
20.9,57.23,3.71,136,8
20.9,57.23,3.71,136,9
21.1,11.47,4.08,100,7
21.1,11.47,4.08,101,3
21.1,11.47,4.08,114,4
21.1,11.47,4.08,123,10
21.1,11.47,4.08,124,2
21.1,11.47,4.08,140,6
21.1,11.47,4.08,150,1
21.1,11.47,4.08,154,5
21.1,11.47,4.08,170,8
21.1,11.47,4.08,181,9
21.3,6.48,0.85,114,7
21.3,6.48,0.85,125,4
21.3,6.48,0.85,130,3
21.3,6.48,0.85,139,10
21.3,6.48,0.85,148,2
21.3,6.48,0.85,167,6
21.3,6.48,0.85,169,1
21.3,6.48,0.85,182,5
21.3,6.48,0.85,202,8
21.3,6.48,0.85,213,9
21.3,49.15,3.36,74,7
21.3,49.15,3.36,85,3
21.3,49.15,3.36,87,4
21.3,49.15,3.36,104,10
21.3,49.15,3.36,107,2
21.3,49.15,3.36,117,6
21.3,49.15,3.36,125,5
21.3,49.15,3.36,126,1
21.3,49.15,3.36,138,8
21.3,49.15,3.36,157,9
21.3,56.9,1.04,84,7
21.3,56.9,1.04,89,3
21.3,56.9,1.04,90,4
21.3,56.9,1.04,102,10
21.3,56.9,1.04,110,2
21.3,56.9,1.04,127,1
21.3,56.9,1.04,127,6
21.3,56.9,1.04,128,5
21.3,56.9,1.04,154,8
21.3,56.9,1.04,161,9
21.4,15.07,2.05,100,7
21.4,15.07,2.05,108,3
21.4,15.07,2.05,122,4
21.4,15.07,2.05,131,10
21.4,15.07,2.05,132,2
21.4,15.07,2.05,157,6
21.4,15.07,2.05,160,1
21.4,15.07,2.05,168,5
21.4,15.07,2.05,185,8
21.4,15.07,2.05,199,9
21.4,46.38,0.95,89,7
21.4,46.38,0.95,101,3
21.4,46.38,0.95,103,4
21.4,46.38,0.95,110,2
21.4,46.38,0.95,110,10
21.4,46.38,0.95,135,1
21.4,46.38,0.95,137,6
21.4,46.38,0.95,145,5
21.4,46.38,0.95,164,8
21.4,46.38,0.95,176,9
21.4,50.75,4.97,72,7
21.4,50.75,4.97,77,3
21.4,50.75,4.97,81,4
21.4,50.75,4.97,87,10
21.4,50.75,4.97,90,2
21.4,50.75,4.97,109,1
21.4,50.75,4.97,113,6
21.4,50.75,4.97,114,5
21.4,50.75,4.97,127,8
21.4,50.75,4.97,134,9
21.5,54.48,4.61,76,7
21.5,54.48,4.61,80,4
21.5,54.48,4.61,84,3
21.5,54.48,4.61,94,10
21.5,54.48,4.61,96,2
21.5,54.48,4.61,108,6
21.5,54.48,4.61,114,1
21.5,54.48,4.61,114,5
21.5,54.48,4.61,129,8
21.5,54.48,4.61,134,9
21.5,56.77,1.94,75,7
21.5,56.77,1.94,87,4
21.5,56.77,1.94,92,3
21.5,56.77,1.94,98,2
21.5,56.77,1.94,106,10
21.5,56.77,1.94,115,6
21.5,56.77,1.94,126,5
21.5,56.77,1.94,128,1
21.5,56.77,1.94,148,8
21.5,56.77,1.94,156,9
21.6,5.13,2.41,112,7
21.6,5.13,2.41,114,3
21.6,5.13,2.41,123,4
21.6,5.13,2.41,133,10
21.6,5.13,2.41,134,2
21.6,5.13,2.41,162,1
21.6,5.13,2.41,162,6
21.6,5.13,2.41,170,5
21.6,5.13,2.41,196,8
21.6,5.13,2.41,204,9
21.6,19.86,0.46,112,7
21.6,19.86,0.46,119,4
21.6,19.86,0.46,122,3
21.6,19.86,0.46,133,10
21.6,19.86,0.46,141,2
21.6,19.86,0.46,162,6
21.6,19.86,0.46,166,1
21.6,19.86,0.46,173,5
21.6,19.86,0.46,192,8
21.6,19.86,0.46,207,9
21.8,18.78,0.91,104,7
21.8,18.78,0.91,115,3
21.8,18.78,0.91,124,4
21.8,18.78,0.91,130,10
21.8,18.78,0.91,136,2
21.8,18.78,0.91,158,6
21.8,18.78,0.91,166,1
21.8,18.78,0.91,167,5
21.8,18.78,0.91,196,8
21.8,18.78,0.91,209,9
21.8,34.52,2.89,91,7
21.8,34.52,2.89,102,3
21.8,34.52,2.89,105,4
21.8,34.52,2.89,115,10
21.8,34.52,2.89,120,2
21.8,34.52,2.89,130,6
21.8,34.52,2.89,140,5
21.8,34.52,2.89,141,1
21.8,34.52,2.89,163,8
21.8,34.52,2.89,175,9
21.9,14.78,3.46,101,7
21.9,14.78,3.46,109,4
21.9,14.78,3.46,110,3
21.9,14.78,3.46,118,10
21.9,14.78,3.46,120,2
21.9,14.78,3.46,143,6
21.9,14.78,3.46,151,1
21.9,14.78,3.46,156,5
21.9,14.78,3.46,175,8
21.9,14.78,3.46,184,9
22,27.1,0.62,101,7
22,27.1,0.62,109,3
22,27.1,0.62,116,4
22,27.1,0.62,134,10
22,27.1,0.62,135,2
22,27.1,0.62,149,6
22,27.1,0.62,161,1
22,27.1,0.62,166,5
22,27.1,0.62,185,8
22,27.1,0.62,202,9
22,56.2,2.85,76,7
22,56.2,2.85,84,3
22,56.2,2.85,94,4
22,56.2,2.85,96,2
22,56.2,2.85,97,10
22,56.2,2.85,111,6
22,56.2,2.85,121,5
22,56.2,2.85,124,1
22,56.2,2.85,139,8
22,56.2,2.85,148,9
22.1,27.79,4.88,87,7
22.1,27.79,4.88,96,3
22.1,27.79,4.88,96,4
22.1,27.79,4.88,107,10
22.1,27.79,4.88,113,2
22.1,27.79,4.88,120,6
22.1,27.79,4.88,133,1
22.1,27.79,4.88,139,5
22.1,27.79,4.88,154,8
22.1,27.79,4.88,162,9
22.3,11.59,1.57,107,7
22.3,11.59,1.57,122,3
22.3,11.59,1.57,123,4
22.3,11.59,1.57,140,10
22.3,11.59,1.57,142,2
22.3,11.59,1.57,164,6
22.3,11.59,1.57,165,1
22.3,11.59,1.57,176,5
22.3,11.59,1.57,196,8
22.3,11.59,1.57,203,9
22.4,7.09,0.26,112,7
22.4,7.09,0.26,129,3
22.4,7.09,0.26,138,4
22.4,7.09,0.26,149,10
22.4,7.09,0.26,153,2
22.4,7.09,0.26,170,6
22.4,7.09,0.26,178,1
22.4,7.09,0.26,189,5
22.4,7.09,0.26,213,8
22.4,7.09,0.26,229,9
22.4,15.22,4.05,98,7
22.4,15.22,4.05,107,4
22.4,15.22,4.05,109,3
22.4,15.22,4.05,117,2
22.4,15.22,4.05,124,10
22.4,15.22,4.05,137,6
22.4,15.22,4.05,141,1
22.4,15.22,4.05,152,5
22.4,15.22,4.05,172,8
22.4,15.22,4.05,176,9
22.5,3.99,4.56,93,7
22.5,3.99,4.56,113,3
22.5,3.99,4.56,116,4
22.5,3.99,4.56,120,10
22.5,3.99,4.56,129,2
22.5,3.99,4.56,140,6
22.5,3.99,4.56,148,1
22.5,3.99,4.56,154,5
22.5,3.99,4.56,171,8
22.5,3.99,4.56,188,9
22.5,55.81,4.29,76,7
22.5,55.81,4.29,82,3
22.5,55.81,4.29,87,4
22.5,55.81,4.29,87,10
22.5,55.81,4.29,99,2
22.5,55.81,4.29,104,6
22.5,55.81,4.29,111,1
22.5,55.81,4.29,112,5
22.5,55.81,4.29,126,8
22.5,55.81,4.29,145,9
22.5,56.64,0.14,89,7
22.5,56.64,0.14,101,3
22.5,56.64,0.14,102,4
22.5,56.64,0.14,107,10
22.5,56.64,0.14,112,2
22.5,56.64,0.14,127,6
22.5,56.64,0.14,136,5
22.5,56.64,0.14,138,1
22.5,56.64,0.14,155,8
22.5,56.64,0.14,167,9
22.7,0.91,4.28,104,7
22.7,0.91,4.28,110,4
22.7,0.91,4.28,116,3
22.7,0.91,4.28,122,10
22.7,0.91,4.28,131,2
22.7,0.91,4.28,145,6
22.7,0.91,4.28,150,1
22.7,0.91,4.28,162,5
22.7,0.91,4.28,181,8
22.7,0.91,4.28,199,9
22.8,54.65,1.17,83,7
22.8,54.65,1.17,95,3
22.8,54.65,1.17,97,4
22.8,54.65,1.17,109,2
22.8,54.65,1.17,112,10
22.8,54.65,1.17,127,6
22.8,54.65,1.17,132,1
22.8,54.65,1.17,139,5
22.8,54.65,1.17,153,8
22.8,54.65,1.17,162,9
22.9,5.34,1.7,110,7
22.9,5.34,1.7,124,3
22.9,5.34,1.7,126,4
22.9,5.34,1.7,142,10
22.9,5.34,1.7,145,2
22.9,5.34,1.7,161,6
22.9,5.34,1.7,170,1
22.9,5.34,1.7,180,5
22.9,5.34,1.7,198,8
22.9,5.34,1.7,216,9
23,34.56,4.92,82,7
23,34.56,4.92,86,3
23,34.56,4.92,88,4
23,34.56,4.92,99,10
23,34.56,4.92,108,2
23,34.56,4.92,119,6
23,34.56,4.92,129,5
23,34.56,4.92,130,1
23,34.56,4.92,142,8
23,34.56,4.92,152,9
23,58.09,3.37,73,7
23,58.09,3.37,79,3
23,58.09,3.37,85,4
23,58.09,3.37,94,2
23,58.09,3.37,96,10
23,58.09,3.37,113,6
23,58.09,3.37,115,1
23,58.09,3.37,124,5
23,58.09,3.37,135,8
23,58.09,3.37,139,9
23.2,21.56,3.7,98,7
23.2,21.56,3.7,107,3
23.2,21.56,3.7,111,4
23.2,21.56,3.7,117,2
23.2,21.56,3.7,122,10
23.2,21.56,3.7,142,6
23.2,21.56,3.7,145,1
23.2,21.56,3.7,147,5
23.2,21.56,3.7,172,8
23.2,21.56,3.7,182,9
23.2,47.56,0.6,94,7
23.2,47.56,0.6,99,3
23.2,47.56,0.6,103,4
23.2,47.56,0.6,113,2
23.2,47.56,0.6,116,10
23.2,47.56,0.6,136,6
23.2,47.56,0.6,142,1
23.2,47.56,0.6,150,5
23.2,47.56,0.6,168,8
23.2,47.56,0.6,179,9
23.5,28.33,1.53,105,7
23.5,28.33,1.53,106,3
23.5,28.33,1.53,118,4
23.5,28.33,1.53,120,10
23.5,28.33,1.53,133,2
23.5,28.33,1.53,145,6
23.5,28.33,1.53,153,1
23.5,28.33,1.53,160,5
23.5,28.33,1.53,180,8
23.5,28.33,1.53,192,9
23.5,56.75,1.19,79,7
23.5,56.75,1.19,89,3
23.5,56.75,1.19,95,4
23.5,56.75,1.19,111,10
23.5,56.75,1.19,112,2
23.5,56.75,1.19,124,1
23.5,56.75,1.19,129,6
23.5,56.75,1.19,133,5
23.5,56.75,1.19,153,8
23.5,56.75,1.19,163,9
23.6,34.77,0.04,106,7
23.6,34.77,0.04,116,3
23.6,34.77,0.04,121,4
23.6,34.77,0.04,131,2
23.6,34.77,0.04,131,10
23.6,34.77,0.04,147,6
23.6,34.77,0.04,159,1
23.6,34.77,0.04,167,5
23.6,34.77,0.04,187,8
23.6,34.77,0.04,195,9
23.7,12.3,3.25,96,7
23.7,12.3,3.25,112,3
23.7,12.3,3.25,112,4
23.7,12.3,3.25,122,10
23.7,12.3,3.25,132,2
23.7,12.3,3.25,145,6
23.7,12.3,3.25,151,1
23.7,12.3,3.25,165,5
23.7,12.3,3.25,185,8
23.7,12.3,3.25,194,9
23.7,19.59,2.61,95,7
23.7,19.59,2.61,113,3
23.7,19.59,2.61,116,4
23.7,19.59,2.61,124,10
23.7,19.59,2.61,128,2
23.7,19.59,2.61,151,6
23.7,19.59,2.61,158,1
23.7,19.59,2.61,164,5
23.7,19.59,2.61,179,8
23.7,19.59,2.61,186,9
23.8,54.57,1.12,89,7
23.8,54.57,1.12,96,4
23.8,54.57,1.12,98,3
23.8,54.57,1.12,103,10
23.8,54.57,1.12,112,2
23.8,54.57,1.12,124,6
23.8,54.57,1.12,131,1
23.8,54.57,1.12,140,5
23.8,54.57,1.12,159,8
23.8,54.57,1.12,169,9
23.8,58.81,3.61,78,3
23.8,58.81,3.61,79,7
23.8,58.81,3.61,89,4
23.8,58.81,3.61,97,10
23.8,58.81,3.61,100,2
23.8,58.81,3.61,109,1
23.8,58.81,3.61,110,6
23.8,58.81,3.61,115,5
23.8,58.81,3.61,129,8
23.8,58.81,3.61,144,9
23.9,0.82,0.12,122,7
23.9,0.82,0.12,132,3
23.9,0.82,0.12,137,4
23.9,0.82,0.12,150,10
23.9,0.82,0.12,160,2
23.9,0.82,0.12,185,1
23.9,0.82,0.12,186,6
23.9,0.82,0.12,192,5
23.9,0.82,0.12,224,8
23.9,0.82,0.12,231,9
23.9,13.77,4.83,91,7
23.9,13.77,4.83,98,3
23.9,13.77,4.83,101,4
23.9,13.77,4.83,119,10
23.9,13.77,4.83,125,2
23.9,13.77,4.83,135,6
23.9,13.77,4.83,140,1
23.9,13.77,4.83,150,5
23.9,13.77,4.83,169,8
23.9,13.77,4.83,174,9
24.1,6.25,2.06,109,7
24.1,6.25,2.06,117,3
24.1,6.25,2.06,122,4
24.1,6.25,2.06,138,2
24.1,6.25,2.06,141,10
24.1,6.25,2.06,158,6
24.1,6.25,2.06,168,1
24.1,6.25,2.06,174,5
24.1,6.25,2.06,202,8
24.1,6.25,2.06,209,9
24.1,48.65,4.33,77,7
24.1,48.65,4.33,83,3
24.1,48.65,4.33,84,4
24.1,48.65,4.33,92,10
24.1,48.65,4.33,104,2
24.1,48.65,4.33,117,1
24.1,48.65,4.33,119,6
24.1,48.65,4.33,123,5
24.1,48.65,4.33,143,8
24.1,48.65,4.33,144,9
24.3,18.38,3.87,98,7
24.3,18.38,3.87,104,4
24.3,18.38,3.87,106,3
24.3,18.38,3.87,122,2
24.3,18.38,3.87,122,10
24.3,18.38,3.87,136,6
24.3,18.38,3.87,148,1
24.3,18.38,3.87,154,5
24.3,18.38,3.87,174,8
24.3,18.38,3.87,187,9
24.3,42.79,3.28,87,7
24.3,42.79,3.28,95,4
24.3,42.79,3.28,96,3
24.3,42.79,3.28,103,10
24.3,42.79,3.28,108,2
24.3,42.79,3.28,130,1
24.3,42.79,3.28,130,6
24.3,42.79,3.28,133,5
24.3,42.79,3.28,149,8
24.3,42.79,3.28,157,9
24.5,35.26,0.29,96,7
24.5,35.26,0.29,109,3
24.5,35.26,0.29,118,4
24.5,35.26,0.29,128,10
24.5,35.26,0.29,130,2
24.5,35.26,0.29,153,6
24.5,35.26,0.29,154,1
24.5,35.26,0.29,163,5
24.5,35.26,0.29,181,8
24.5,35.26,0.29,198,9
24.5,44.09,0.24,99,7
24.5,44.09,0.24,106,4
24.5,44.09,0.24,107,3
24.5,44.09,0.24,118,2
24.5,44.09,0.24,124,10
24.5,44.09,0.24,145,6
24.5,44.09,0.24,151,1
24.5,44.09,0.24,158,5
24.5,44.09,0.24,174,8
24.5,44.09,0.24,181,9
24.5,57.38,3.76,72,7
24.5,57.38,3.76,80,3
24.5,57.38,3.76,91,4
24.5,57.38,3.76,97,2
24.5,57.38,3.76,99,10
24.5,57.38,3.76,110,6
24.5,57.38,3.76,118,1
24.5,57.38,3.76,120,5
24.5,57.38,3.76,138,8
24.5,57.38,3.76,142,9
24.7,56.16,4.84,74,7
24.7,56.16,4.84,75,3
24.7,56.16,4.84,81,4
24.7,56.16,4.84,90,10
24.7,56.16,4.84,94,2
24.7,56.16,4.84,105,6
24.7,56.16,4.84,109,1
24.7,56.16,4.84,117,5
24.7,56.16,4.84,131,8
24.7,56.16,4.84,133,9
24.9,58.54,1.4,84,7
24.9,58.54,1.4,92,4
24.9,58.54,1.4,95,3
24.9,58.54,1.4,105,2
24.9,58.54,1.4,105,10
24.9,58.54,1.4,122,6
24.9,58.54,1.4,125,1
24.9,58.54,1.4,136,5
24.9,58.54,1.4,154,8
24.9,58.54,1.4,157,9
25,10.02,0.78,116,7
25,10.02,0.78,129,3
25,10.02,0.78,130,4
25,10.02,0.78,148,2
25,10.02,0.78,149,10
25,10.02,0.78,169,6
25,10.02,0.78,178,1
25,10.02,0.78,188,5
25,10.02,0.78,210,8
25,10.02,0.78,224,9
25,32.63,1.83,95,7
25,32.63,1.83,110,3
25,32.63,1.83,111,4
25,32.63,1.83,120,10
25,32.63,1.83,122,2
25,32.63,1.83,148,6
25,32.63,1.83,153,1
25,32.63,1.83,154,5
25,32.63,1.83,171,8
25,32.63,1.83,182,9
25.1,31.18,0.73,97,7
25.1,31.18,0.73,113,4
25.1,31.18,0.73,117,3
25.1,31.18,0.73,127,10
25.1,31.18,0.73,133,2
25.1,31.18,0.73,155,6
25.1,31.18,0.73,162,1
25.1,31.18,0.73,165,5
25.1,31.18,0.73,180,8
25.1,31.18,0.73,191,9
25.2,0.3,3.56,105,7
25.2,0.3,3.56,114,3
25.2,0.3,3.56,125,4
25.2,0.3,3.56,137,10
25.2,0.3,3.56,139,2
25.2,0.3,3.56,156,6
25.2,0.3,3.56,168,1
25.2,0.3,3.56,173,5
25.2,0.3,3.56,191,8
25.2,0.3,3.56,202,9
25.2,44.87,3.52,81,7
25.2,44.87,3.52,95,3
25.2,44.87,3.52,95,4
25.2,44.87,3.52,102,2
25.2,44.87,3.52,105,10
25.2,44.87,3.52,122,6
25.2,44.87,3.52,128,1
25.2,44.87,3.52,128,5
25.2,44.87,3.52,148,8
25.2,44.87,3.52,160,9
25.4,55.02,0.32,85,7
25.4,55.02,0.32,93,3
25.4,55.02,0.32,99,4
25.4,55.02,0.32,114,10
25.4,55.02,0.32,115,2
25.4,55.02,0.32,128,6
25.4,55.02,0.32,137,5
25.4,55.02,0.32,140,1
25.4,55.02,0.32,164,8
25.4,55.02,0.32,171,9
25.5,11.44,3.35,98,7
25.5,11.44,3.35,109,3
25.5,11.44,3.35,121,4
25.5,11.44,3.35,123,10
25.5,11.44,3.35,130,2
25.5,11.44,3.35,147,6
25.5,11.44,3.35,159,1
25.5,11.44,3.35,165,5
25.5,11.44,3.35,187,8
25.5,11.44,3.35,200,9
25.5,12.98,0.56,110,7
25.5,12.98,0.56,128,4
25.5,12.98,0.56,131,3
25.5,12.98,0.56,147,10
25.5,12.98,0.56,149,2
25.5,12.98,0.56,170,6
25.5,12.98,0.56,172,1
25.5,12.98,0.56,181,5
25.5,12.98,0.56,210,8
25.5,12.98,0.56,219,9
25.6,25.04,4.66,85,7
25.6,25.04,4.66,98,3
25.6,25.04,4.66,104,4
25.6,25.04,4.66,111,10
25.6,25.04,4.66,113,2
25.6,25.04,4.66,129,6
25.6,25.04,4.66,136,1
25.6,25.04,4.66,138,5
25.6,25.04,4.66,162,8
25.6,25.04,4.66,174,9
25.7,53.58,1.93,85,7
25.7,53.58,1.93,93,4
25.7,53.58,1.93,97,3
25.7,53.58,1.93,109,10
25.7,53.58,1.93,112,2
25.7,53.58,1.93,125,6
25.7,53.58,1.93,134,1
25.7,53.58,1.93,138,5
25.7,53.58,1.93,149,8
25.7,53.58,1.93,157,9
25.8,41.53,4.28,79,7
25.8,41.53,4.28,89,3
25.8,41.53,4.28,99,4
25.8,41.53,4.28,101,10
25.8,41.53,4.28,105,2
25.8,41.53,4.28,121,6
25.8,41.53,4.28,127,1
25.8,41.53,4.28,136,5
25.8,41.53,4.28,152,8
25.8,41.53,4.28,161,9
25.8,44.67,4.15,80,7
25.8,44.67,4.15,85,3
25.8,44.67,4.15,94,4
25.8,44.67,4.15,100,2
25.8,44.67,4.15,103,10
25.8,44.67,4.15,119,6
25.8,44.67,4.15,128,1
25.8,44.67,4.15,131,5
25.8,44.67,4.15,143,8
25.8,44.67,4.15,160,9
25.9,31.37,3.99,93,3
